1.6790802725933531,45.82067130628087,75.92906152259336,78.95933797294754|500
-120.68069327118326,-2.2774507335327314,-0.6279926193314083,52.42152051646727|571
83.85889000139485,-64.50319803659985,180.0,-18.981760536599857|510
-144.35889952802137,-60.951498904191084,-34.79654536135469,-13.241907793079974|568
-133.8788165579499,-31.717547697618876,-12.7932021048249,21.20655063571445|548
-11.853557589616997,-53.922218303661616,105.61432036177189,-3.599531359217174|559
37.189786379925295,35.12475719114639,103.19342561603642,81.24350719114639|556
-89.00474305614314,-76.84639044896707,-9.29091250058758,-38.1813288285967|515
-66.487947895312,-47.25586837561479,52.71377797135469,4.653151068829651|558
-117.20274658997036,-54.48901285407572,-4.136001309414809,-3.7007753540757236|566
-140.15638838527175,19.867910180490327,-49.21752568527175,72.69226231011994|592
13.093263906491472,-28.99211395826392,140.58582150649147,27.220631597291636|575
-109.06048536954948,-55.94253441535181,4.534316408228307,-6.156873489425884|548
94.84054912035657,-80.37833082159457,168.08007134257878,-45.063195127150124|529
-85.5726605927126,-15.161696993887958,38.75816577985684,40.37854883944537|568
-15.669887062871396,46.828914192781724,55.31988439546194,80.56391419278172|544
-21.565626125085288,-60.41071271027612,90.72950408324805,-12.698880210276123|566
11.375435049358146,-8.956613375826393,133.3688030299137,47.27314486491434|574
73.48856430128592,-47.38652411600171,180.0,14.574717183998303|570
-160.42993662114407,6.058453718926572,-60.86299828781074,61.609389274482126|514
76.95747552661362,-36.436951549435705,180.0,31.027992786366767|585
-133.00657596235888,-75.61383128608514,-40.23963431606256,-36.321907674974035|577
-161.7753916765004,8.193637741896566,-63.5594854265004,63.289310751155824|531
-7.070963860485193,-66.60357262686185,98.51599240571849,-21.323842626861847|575
-162.57835509663346,44.47509209236907,-84.24110509663345,79.51261987014685|516
-110.39496704711044,-24.11764608768766,15.506165452889562,30.002965023423442|542
81.8286196972063,58.00423753597883,147.6333196972063,89.21395975820104|542
-165.84972016868974,-66.37192417133261,-57.57737803327305,-20.409631115777053|569
-159.9058064063893,-82.85239130227475,-90.79885196194485,-54.646557968941416|533
0.38848498540662035,21.546842963887997,90.83727666040663,71.693570463888|595
-69.05844460067763,1.2270573311538584,49.70801461737793,56.24852399782053|581
70.69293982386694,-3.4052558998119054,180.0,50.82876076685477|532
117.54866433913145,20.106645073079775,180.0,77.15367007307978|508
-131.3070479666181,-75.09083429970032,-37.510581459673645,-35.66892800340402|567
74.51464276307928,-20.90312148424998,180.0,44.2657131222315|598
-66.94041487882251,-50.06061632739284,51.11799137117748,0.8354290429775162|557
-71.64286138408515,32.38390971774142,3.1420280881370815,79.55272953255623|575
-87.25339813941144,-27.014354333936232,41.84882592540336,28.420761221619323|554
103.77391717721036,47.274469598558454,177.33575467721036,81.03377515411401|537
70.98676823326807,-87.23063080241012,136.57436601104584,-60.50696413574345|530
82.81448660707002,-66.95235381657824,180.0,-23.702540483244903|539
-146.27200242095589,-14.599927056441459,-20.17251196262255,42.12520002689188|580
-73.2199434355767,-8.202805990736849,51.26070324960848,47.61245687963353|566
-23.38010754220923,-49.92632088126096,95.66623805779078,1.6049707391094117|562
-120.84219270203039,-52.20096111900518,-4.216551752030384,-0.3877212115977642|570
74.2253923247215,26.033588108274557,158.6905570247215,74.99353181197827|597
-159.16414563497815,-31.69304350180486,-32.438052729885555,22.301831498195142|562
-124.80099960750907,56.85300046286221,-55.935707940842406,88.40036157397333|560
-173.18216228357562,-45.17984592639431,-46.99542880857565,8.973534490272357|560
-153.96487544910997,47.6328088305043,-78.37634211577662,82.07658660828207|546
71.25833015639327,18.722181127414387,165.29384057305992,70.18071362741438|592
-93.3253540798366,-11.18052553705752,29.985629170163406,45.08267446294248|567
0.6792089874220437,-44.7125401587181,124.15730300941279,8.017995952393008|559
-149.9597947706959,59.466716347820494,-79.73637532625146,90.0|534
-64.96348536355279,-27.26453048527518,60.77422502533611,28.330732477687775|544
0.8907228073829856,-82.51548465162884,70.56994155738299,-55.179512429406614|511
102.67402778246804,42.95982176619131,156.42547778246802,84.80950509952464|541
-61.94187319253162,-20.822967443157637,62.41347909566282,34.93598172350903|547
7.752641750016352,26.702340202918762,89.15150966668301,75.82169436958543|593
-175.4968331498037,-38.53596516917173,-48.3306731498037,16.721498164161602|568
-111.53663601545863,-0.7342952140374877,6.571975209541378,54.135783072999544|570
-123.26610422486064,21.559690446735175,-34.21805942486064,73.43988373562405|596
-103.55437230741376,-67.36014550709106,-0.10584530741375886,-22.608146479313284|585
-33.12231643708728,-21.80705455725409,94.76856597032014,34.507120998301474|563
24.510816649728838,-7.401131058100759,145.72351594972884,48.05043546967702|577
-107.85575030129311,11.99544613962928,-8.883100301293098,67.23618113962927|590
-19.866532708939502,-67.07973201401165,84.25534921467161,-22.20526664364128|567
-172.13359674985173,3.1659727831594466,-74.0972476526295,58.15792764427056|506
75.23694472530545,53.59686130102267,128.95056972530546,86.22969463435601|501
-75.2752165814794,0.32347391021684757,44.53854398333543,55.4414183546613|581
-144.5611580205627,-86.63370509781903,-78.83089552056269,-59.69206620893014|520
-116.82048312205265,0.6370167834431726,0.5588668779473522,55.446864468628355|574
48.9029256062241,-61.83757824873377,158.42653721733524,-14.335068480215249|568
-109.9183032760606,-0.4914986274357176,8.272661665606066,54.76331803923094|573
-172.0656126675257,39.59717320901552,-107.71762759345162,83.35698654234886|569
-3.5531505200361266,14.65461084215498,91.24870941051944,67.4585219532661|586
42.96924505672328,61.86646869502425,111.90089193172328,90.0|537
-79.78632660964577,15.645220178063852,17.149090057020885,69.12294962250829|593
52.218829054399976,-52.7001155461735,166.78383922939997,-2.075331379506842|563
13.531017711565568,-52.231640615031715,130.12205837823223,-2.0865206150317164|561
94.23094854991126,64.07500621835104,162.62365966102237,90.0|506
-157.2525629579701,-27.443553246433375,-30.450509925562685,27.62218980912219|555
-117.1333493216608,-51.159295679918536,-1.1497235670311738,0.5561845052666499|561
-44.973589987981626,-7.659395617984401,76.80814204164801,47.55131549312672|558
