-83.33628514244207,-15.45829167301541,62.46891131155097,66.96815742420681|1185
-142.47133582181993,-83.36308199384845,-28.04646082181995,-36.57179032718179|1089
44.638827367475045,-76.93779035981942,175.12483625636392,-23.30723480426387|1045
-46.71685889100556,-17.150660534672454,101.97710851871665,65.04835103940161|1192
20.06522798162058,-87.5618928894387,127.43350228717614,-41.93757344499426|1129
25.084034870430088,25.5505309893921,122.42054728362453,87.15479487828098|1197
-47.70869639717202,28.121547263496765,54.38010026949465,89.38529726349677|1195
14.484351705122606,-12.12160280639742,156.69395276299298,67.95376961610451|1193
-135.1638540488828,45.201652276932776,-14.8453166877717,90.0|1114
-150.14589286312213,-87.05533852073225,-40.80073801937212,-41.62250518739892|1124
-8.54437952671961,14.05886992991627,117.79640130661372,78.29511992991628|1159
-127.1744035208425,40.94689287269074,-9.435002895842501,90.0|1162
-124.09376282355151,18.76170847461782,-16.983241990218175,83.02587514128449|1110
-38.31212959937588,-31.220744206567787,128.39129314958245,53.09145454343222|1200
-70.14644595721347,-25.102577780041756,89.04555927611986,59.1481991644027|1197
-28.552018057827837,42.767454371031334,66.12889860883882,90.0|1005
-177.7641982490423,-55.39921395314071,-17.518704915708952,22.107613593155598|1110
-61.33837873705697,-74.0836630309822,75.20668792960969,-19.09417691987109|1022
-79.52369452312074,21.24061234675152,21.325150164379266,85.01426512452929|1196
-40.012011375745516,-67.91155547495791,104.83644971800447,1.7543115620791383|1100
-80.08899149953486,-64.94579406006785,69.01104131296513,6.178125939932144|1093
-99.74124314940448,-10.319732582823747,40.12460018067364,70.10439433847255|1188
-109.92557348525011,47.453904795093166,5.451300889749888,90.0|1097
-13.45104449526795,-1.4465449341567052,137.54089092139873,64.9237050658433|1020
-151.99887131164263,-58.9941295617553,3.0422053550240378,16.210831549355817|1100
-91.90342730089816,-14.286783461978573,53.53852870459954,67.53433459357699|1185
-87.61869500576394,10.991400685592339,46.85592982062495,76.38099790781456|1144
-59.96154107639259,-30.64227615771646,105.13498086805185,53.74419245339465|1188
32.17965457969606,-82.76220212599588,145.46772332969607,-35.165507681551446|1104
-174.95931341700364,-84.68414026523652,-69.40277418089252,-40.2786680430143|1116
-74.31719242005506,-47.792440271440014,86.63996955911158,32.686516499393306|1097
-114.4603816290045,-45.19585232778397,45.222437120995494,36.75639961666049|1104
32.0421382730984,20.673706503474705,137.0620132730984,83.18420650347471|1177
57.77690781827218,27.134420057373404,159.52040260993886,87.9725450573734|1199
-21.850772035916293,15.830233192749063,85.09056129741705,80.1903165260824|1051
-155.64321257417672,-66.21342136836853,-7.44790340751004,5.02867807607592|1106
-122.28539157678779,-61.62274630051975,26.547887589878883,12.17657401198025|1096
-76.44522121169635,5.620029285653786,66.60284878830367,71.44058484120934|1074
31.15624378145759,-39.36939453738663,180.0,47.085068795946704|1109
-147.98295241435721,-41.62322157894367,15.450994252309442,40.84005064327856|1126
-95.24292558886788,-67.72535154359065,52.057887362521,2.2629357712241642|1099
-142.2391027562685,-63.437105173723495,7.89868085484261,9.697849270720951|1112
-107.77671479123804,-42.814326339015395,53.336133403206404,39.9132437998735|1121
-56.29775694912617,14.756795869675358,51.221076384207166,79.21675420300869|1001
91.22590816614064,-85.19276879450987,180.0,-30.50212388710247|1016
-126.8047927733461,34.9404132126012,-25.329126106679425,90.0|1050
-175.49924659493843,23.87116643963232,-73.01226694216065,86.40991643963233|1198
-177.65116467587717,10.859817135685319,-42.56012648143275,76.00881713568532|1118
-8.108694083357022,-0.9135472119163524,142.63011320830967,65.41411945475032|1038
83.80587699015649,-88.139910287704,180.0,-42.24538250992622|1002
1.564510220464257,-0.3925484757540829,151.40087740796426,65.93157652424593|1049
-141.2143639917189,-67.5768130830037,4.038842258281107,2.0903869169962945|1106
-3.0613418880467975,5.169850319932564,139.80567347653653,71.15460031993256|1092
-67.2216715849353,-64.80819626441841,80.2157725817314,6.391494707803801|1093
-70.65608500742766,-21.96087711668943,85.55554303910014,61.795711864792054|1190
-62.159118838018514,-61.71492955279085,89.63109053698147,11.626249683320268|1100
39.189082313546834,-14.256286162986328,178.9920669489635,62.496924462013666|1020
40.301840052339884,0.14130606476257412,150.64888121223572,79.82279656476257|1185
-76.82930315179053,41.92101364911633,38.6747162926539,90.0|1187
53.22815203126825,-81.59035230005351,172.69029890626825,-32.40840785560906|1092
29.315769463075924,8.595709986411492,167.81511675474258,73.93015443085594|1117
-85.47402373809172,-58.46012836726317,68.94383292857498,16.519609132736832|1087
-79.72611338398623,-82.14620050166117,38.60095717156932,-32.90420050166117|1125
-7.701784248382467,16.60572496145562,98.93654908495087,80.40297496145561|1074
55.74973158021734,-46.15179907132921,180.0,44.67941186617078|1002
-21.425124188056742,-86.07987448656232,85.71269331194326,-41.55279115322898|1118
-170.20339913501795,-25.910220956029676,-4.423242762622124,57.632035340266626|1200
-110.58112695336072,-38.64128093554291,51.114944296639266,44.622011668623756|1115
-44.51932249758238,-66.33489696753276,104.15174031491762,4.676925081078352|1105
-53.10954119433271,42.96407209417487,59.11873130566731,90.0|1153
40.08915114331049,1.3002775508320639,150.99669877114613,80.09907419435056|1192
-34.16388300699714,18.579598810555225,73.47924199300286,82.50457103277745|1159
-99.92036023547539,15.320708291191295,7.060389764524615,79.9705694023024|1003
-126.14393597549794,24.594315483828296,-20.668185975497934,87.13198215049496|1185
-2.4448926539940032,-7.686939791392504,154.87362005433937,59.280796319718604|1005
59.68181941023542,16.253186102939793,166.9324444102354,80.1184361029398|1028
-126.48878221740529,13.006157503312352,4.291550699261393,78.21844916997901|1150
-160.84861099036115,22.1118871472229,-57.25474942786116,85.3343871472229|1196
-17.591107445693495,-8.958358950870092,121.68851353954955,70.47739625746324|1174
-125.05264388669121,-47.98907398621033,33.277042050808774,32.09996281934524|1091
-69.44493493931878,-56.32092352678781,87.01300450512565,20.397741230156626|1089
-156.07699900658866,34.31759406379834,-52.81391567325534,90.0|1075
-159.91808215612548,-82.92027546435477,-44.98572788529215,-35.83783101991033|1101
40.996341923460506,-76.34566722200545,173.86108428457163,-22.035278333116565|1042
-78.74440922576528,-23.04674657732143,77.87378926121389,61.519622693511906|1183
-134.44091751409528,-68.09783061722302,10.030190784515838,1.2780163272214224|1104
-97.26114667773325,-84.99743032507905,9.873681794488974,-40.453180325079046|1117
48.16653497862555,26.579861888312863,149.37593081195888,87.60436188831287|1187
-150.65317231207553,-1.56285887339493,-25.822115515200522,76.24825248077174|1144
-44.37280652491259,-89.50540728642913,65.25703722508742,-43.01964339754025|1138
-131.3156216415796,-42.17243897576418,29.02433717786485,39.91504560756917|1123
14.053181488625142,-51.38935543660219,173.07108773862515,26.959928267101517|1114
37.56608991212812,-49.89689356267988,180.0,34.649106437320114|1064
-118.38480462306492,-1.8065372345620148,7.967824630060079,75.18045589043798|1146
-85.14765289263195,-17.224163064312705,61.11515015641319,65.81982084772434|1190
-63.47886259220856,-59.74721797251233,89.74157272029142,14.614249041376567|1092
11.590008553792273,-60.52257146779185,163.28419820657007,13.01859290720816|1093
-163.7165761227826,-37.863052278292564,1.4829691897174087,44.52402724717039|1128
5.915524649365892,-4.361654736939471,160.3869660556159,62.030345263060525|1001
-132.0129697819409,31.716822096109553,-28.716344781940904,90.0|1091
-64.18684174245222,-38.57185421719098,95.06441625905042,41.25843951684357|1058
42.77330874553488,-39.80702302288712,180.0,45.16657547448328|1006
-79.05687671286267,7.010038039006744,57.2705124381516,71.29965787371749|1012
-155.96119889415223,8.15022888708802,-19.333855543288223,73.05452640774917|1014
-16.224879161372684,-59.91464053717479,133.2377489378009,11.783827682209136|1007
56.76033420158686,-25.38282416420968,180.0,64.72571663218399|1064
-141.4874225172865,22.935273128921253,-42.99574819722639,84.7206004918063|1084
32.70390279717407,15.117074178282422,154.37655602031455,77.9489750047287|1076
90.68426204155315,30.425627966617384,180.0,90.0|1026
32.30011289681957,44.5336619064899,136.69018314475346,90.0|1076
-77.3690962046668,-11.518438901883115,61.82143200559206,66.80387514770366|1083
-169.43990711158875,-62.3520082947926,-21.417284962828433,7.403442103404245|1029
-156.77605196937967,-30.05935225198455,2.5114041538359686,49.65549913794784|1059
-179.67171594695716,1.697505952249756,-49.293293762133715,74.1811415946239|1089
-91.21255500007094,-57.71653633984465,58.320677997675105,14.933983660155349|1009
-137.4221876499168,-5.69163956631472,-6.863750532506771,71.36758784164921|1069
-134.61751258546906,-55.62473117726236,16.133372222945667,18.55856108419519|1027
-122.61921542371935,12.088763921137115,6.171379617602966,76.55702838394703|1061
28.244604331145638,2.808063347158935,157.4939292679669,73.70411888434901|1093
-155.0507721918358,0.3030803780040259,-26.62242163507051,74.38122072360883|1072
-105.03152788478351,-66.08564964822403,36.66383481243662,1.4298683081997012|1026
-164.39265369640216,-39.51852871499662,-3.2577406385509278,39.398102599804275|1061
-170.80675144446693,-14.282400470089954,-26.943275339146226,65.35339192660427|1080
-163.03475214631902,-64.46230715822502,-18.23881966698019,3.5304304826465085|1034
-157.70685028959582,27.84431623810555,-58.481111897409505,88.17158896537828|1091
-90.81302249221376,-24.10482627516815,66.67104420924106,56.26080326336063|1098
30.13411753453036,35.131708957254375,127.40287113332825,90.0|1096
-68.98166740039315,-50.39151095852313,84.34094040576761,24.904969041476875|1024
12.664898567644968,-7.9032491242830645,152.23105804773513,67.15975028969139|1096
-99.52773110603596,-31.95546750332697,60.91363938231865,48.819284562788724|1073
-158.9397071143141,-41.70157206112343,0.7281564919969128,37.225063791618865|1045
-17.53542330227117,-15.447524815445036,130.16469018724456,62.74422202151966|1085
4.822612329776632,44.12202617777251,106.5089838549457,90.0|1069
-23.020676709349857,-40.94895874509714,137.15348848974855,38.08369640140926|1059
40.19148543774952,21.7581891747774,140.95509232730626,82.65593462932286|1090
61.10088018712108,-24.531382866249658,180.0,67.0182810856662|1066
-75.29093665713711,21.030187830895557,23.77585628050376,83.71291510362283|1081
-50.37302302689321,42.17178345761107,44.676621601205966,90.0|1003
57.49221204457427,-88.36559618514099,160.9677463796607,-44.322951557041804|1057
-117.06020321750574,-20.223033153036937,34.01006461508766,59.41559344350702|1091
-137.90957118056275,11.199849259963003,-6.43888917455223,75.48513851616136|1030
15.187251875479433,-33.45802453091794,175.78025683415711,46.29706571701594|1077
-137.15536215606397,-45.710067568169386,17.54559091681358,31.460936188404624|1017
-36.27832478033113,13.148773239155247,88.50459609119405,77.00678976808086|1074
-156.02675743299767,-13.711625198415831,-12.683681454580892,66.04248404275621|1098
12.950891990929648,-6.6406668480678235,150.45781268760337,68.19734487244307|1093
-53.7496640357773,41.38970452705874,42.45230290637146,90.0|1010
-162.1789272818206,-15.729701810039273,-14.229163322248155,63.45589818996072|1098
-36.5713661365121,-72.70799129392445,96.19460801825875,-10.614174314209954|1027
-14.519532211118587,-8.034682009825929,121.00170939347126,68.2650575544115|1082
-21.572251925104723,-22.671654822751123,132.22127864190574,56.91994242743671|1078
30.978535105782697,13.264374767869782,155.78849303215384,76.38999460258051|1066
14.649184498864486,-73.68179098185423,143.26165707587427,-12.500545602440255|1022
-0.4851184270552835,-36.22973543540262,160.81927657670133,43.087622581126325|1075
36.937462248981944,19.201820588651373,142.18480109195715,81.14715943162658|1052
-128.3895776702836,-16.44193195733797,19.604916973524865,62.671401175644746|1095
13.239171710583719,-5.765428798139084,151.50178591794662,68.50563314025311|1099
-140.91734760625417,18.73218294161302,-34.83489306079963,81.92646393334854|1023
-79.88149848570349,11.586484735065156,48.0399618223356,75.96764175985854|1075
-152.72366736749396,-66.7832496688282,-10.719410943752422,0.3622565670846285|1027
8.560919845757695,-56.09975305179976,159.63456552569758,17.070042740837344|1029
-19.239643374476913,22.613594592756414,74.17051328968537,84.0354127745746|1084
