39.422474957782896,-32.358937791776455,62.80429313960108,-18.337119609958272|5363
74.15042342701423,31.905042480610874,97.42678706337787,46.045042480610874|5359
11.904375249677798,-21.944964044256494,35.32619343149598,-7.819509498801949|5333
-16.69400098213802,-38.527001427783176,6.451453563316523,-24.33245597323772|5357
-109.84916322917056,-5.796387771801818,-86.89279959280692,8.03088495547091|5378
-82.56098421853278,-49.41453724523895,-59.37552967307823,-35.51453724523895|5361
91.97439893242398,0.27320569127047634,115.0725807506058,14.240478418543203|5351
-15.172606231356866,14.642384612133128,8.085575586824952,28.733293703042218|5394
-106.54102106725261,56.74651510355011,-83.26465743088897,70.88287873991375|5316
-12.72167960110096,21.488248651028826,10.645593126171768,35.593703196483375|5347
84.41623699717053,46.00456761026268,107.8889642698978,60.148203973899044|5359
-60.895306471519746,-62.519190006995856,-37.978942835156104,-48.5446445524504|5334
-65.17998003955651,-83.76844194328145,-42.1508891304656,-69.87753285237235|5373
-100.16164588754731,27.9490562642586,-76.85619134209276,42.010874446076784|5317
15.627091479464639,-64.9469106792519,38.73981875219191,-51.05418340652463|5377
-153.88024309123034,-19.888395761295,-130.72024309123034,-5.972032124931365|5303
-26.04510133092083,23.869775594348596,-2.7796467854662836,37.842502867075865|5340
-30.85052293590465,-51.620655839982206,-7.639613844995559,-37.549746749073115|5375
-19.419266219718395,-19.57223705888896,3.9334610530088767,-5.439509786161686|5375
-27.16069310968973,-9.688339469982651,-3.7352385642351855,4.4516605300173495|5352
-85.96405678246605,-80.5511538669861,-62.644056782466045,-66.49297204880428|5319
122.63323119971909,-0.06766719846964975,145.95686756335544,14.039605528803078|5341
-124.49001779115058,35.037510618096306,-101.42456324569604,48.89023789082358|5295
35.6832172715518,-11.598166600101166,58.94503545336998,2.4218333998988335|5387
14.338867919958204,-85.31859011674266,37.91341337450366,-71.04222648037901|5352
74.89512399768876,63.60825744795849,97.99694217950693,77.62825744795849|5363
92.49223068975829,-5.1318867709540115,115.6413215988492,8.773567774500535|5355
-22.86687446680611,-57.37682569600555,0.23130735137570824,-43.44955296873282|5352
-105.74803473083466,7.847986211076432,-82.59894382174375,21.829804392894616|5343
79.32614974108742,8.46123625172801,102.84614974108742,22.5721453426371|5395
54.83278885511979,-11.44714815570181,77.79642521875616,2.5364882079345534|5380
-145.05313450764618,38.3553931913728,-121.98040723491891,52.20812046410007|5387
67.44673326315763,-41.97701406335604,90.70855144497581,-28.0806504269924|5385
-160.10350757699908,-84.70901326839723,-136.7435075769991,-70.59446781385178|5330
19.876002027081967,56.726236453983006,43.13054748162742,70.66987281761936|5406
-116.60882416526455,44.07304142995264,-93.33973325617364,58.018495975407184|5371
-26.818898089730737,-56.81571134015519,-3.673443544276193,-42.979347703791554|5312
-113.99192213716013,67.73245986620134,-90.58828577352376,81.89427804801952|5334
-13.266187604192282,60.35239644662502,10.268357850353173,74.44148735571594|5330
-176.38812544100557,-60.39197229794604,-153.15539816827828,-46.413790479764224|5341
55.32680921903378,-15.769908265624423,78.40680921903378,-1.5480900838062404|5409
62.444893170422546,10.972409525561801,85.71034771587709,25.085136798289074|5322
-64.32549939840548,-53.78832213283145,-41.37640848931457,-39.90650395101327|5353
-52.773349202009854,63.60151828068291,-29.271531020191674,77.7233364625011|5330
-158.81801460782776,-37.28347876527472,-135.62892369873686,-23.39256967436563|5342
-9.32915932870418,-48.78205312906472,13.932658853114003,-34.7038713108829|5327
115.42157302005756,12.670468623387194,138.54157302005757,26.621377714296287|5375
-10.609381572197236,-6.729644938743405,12.634254791439126,7.255809606711139|5367
-103.68113179567473,-24.55910713138141,-80.50658634112928,-10.435470767745045|5319
37.7253380574208,-30.957986876069498,61.0053380574208,-16.91071414879677|5377
-145.38719107489504,58.85918519081247,-122.01628198398595,73.06282155444883|5351
-52.4155948654964,49.61287259582599,-29.255594865496402,63.71650895946235|5361
-68.28333089732314,8.99570211841207,-44.96696726095951,22.953883936593886|5337
128.9665391650613,-80.26916416760265,152.28290280142494,-66.32734598578448|5369
-146.33055525044466,20.38349562932366,-122.97419161408102,34.228950174778205|5315
-57.6249952039407,-78.82080137130578,-34.62863156757706,-64.87716500766942|5320
139.42959168822375,37.41831858680611,162.80777350640557,51.505591314078835|5356
-99.08778213318918,53.7583151471936,-75.66232758773464,67.82922423810268|5340
-126.67444508234233,-65.3062601203301,-103.35444508234232,-51.18626012033009|5340
-43.60080692459752,-20.468981675800563,-20.484443288233884,-6.723527130346017|5362
113.04005311125343,-73.93862557660414,136.35641674761706,-59.92771648569504|5340
-69.57171753715923,30.51237543490049,-46.2553539007956,44.65601179853685|5322
136.06756593820387,-0.7624624855286157,159.5730204836584,13.419355696289566|5345
27.819674477403737,19.515747210689995,51.503310841040104,33.72120175614454|5382
29.146983676938277,4.808856378117838,52.510620040574636,18.823401832663293|5374
16.515017894580467,-41.60172953611738,40.03865425821683,-27.441729536117382|5381
116.73389409110672,-74.47938337036297,139.98843954565217,-60.446656097635696|5368
-45.49616055609056,-42.51979133552766,-22.361615101545105,-28.59433679007311|5370
-113.86063751703136,13.762906855323322,-90.58063751703136,27.746543218959687|5372
-149.0591127326794,-65.55616900286525,-125.8300218235885,-51.48889627559252|5360
-1.4751777899317347,32.20083378516637,21.801185846431903,46.40447014880273|5333
-114.82479801203755,20.54872161869403,-91.34116164840118,34.5814488914213|5339
36.504847695832666,-75.47366959848694,60.0212113321963,-61.39548778030512|5318
133.97405437796687,36.531682368376934,157.2213271052396,50.642591459286024|5319
-89.32756815135193,0.34040079987973115,-66.18574996953375,14.296764436243368|5419
53.78746558275782,-79.9093259446375,77.07110194639418,-65.78750776281932|5378
-71.07640508535134,-59.794216417671926,-47.843677812624065,-45.734216417671924|5397
31.461551717682113,41.38340537763253,54.65427899040938,55.24522355945071|5339
-175.9792006843979,53.941330032295696,-152.82647341167063,67.9322391232048|5325
-86.62870027261917,62.50253445708552,-63.15960936352826,76.60071627526733|5356
56.3972199807755,57.26069594182536,79.90994725350278,71.36796866909809|5360
69.50611021030977,-58.57936171957172,92.8442920284916,-44.48845262866263|5312
-139.2337829694709,-71.11095638128106,-116.03014660583453,-57.23822910855378|5345
-114.39630854162523,50.42931121162414,-91.16721763253432,64.43476575707868|5367
26.662954382577198,-67.67712265013148,49.626590746213566,-53.511668104676936|5340
122.99060138236092,-26.371843612225533,145.90696501872455,-12.568207248589168|5340
-105.39227740454533,-6.570766597389934,-82.53045922272715,7.341960675337338|5404
62.35003767569009,7.550472942582175,85.79731040296281,21.60320021530945|5326
-168.8571433696798,-2.88817037166055,-145.88259791513434,11.128193264703086|5380
-165.799803559668,33.5438900961846,-142.65071265057708,47.649344641639146|5339
-42.442348266141295,-36.69711039183625,-19.409620993414023,-22.755292210018066|5393
-124.57117413723833,60.055324262115334,-101.45481050087469,73.96441517120624|5318
